cycles, capacity, LAM_NE, LAM_PE, LLI, Resistance
0, 4.767088548069245, 0.14793360306275538, 0.21875216291840083, 0.0, 25.62507370196732
25, 4.675904107781578, 3.2931172444308987, 1.6931958646726586, 1.7261830268951996, 26.157276115171662
50, 4.631829839215142, 4.18364340437477, 2.416535002597864, 2.5526768986435258, 26.429057639235168
75, 4.5975401969362455, 4.852965746550586, 2.956581126534319, 3.1880413071053084, 26.6503005966328
100, 4.568170812619199, 5.458974550386742, 3.4006122790992688, 3.7268892709072787, 26.846552633944235
125, 4.541834394266199, 6.049724857031746, 3.7832850393792583, 4.205936399113753, 27.027760749125388
150, 4.517573291598712, 6.639576120187063, 4.123234219774796, 4.643970373669191, 27.198836550238582
175, 4.494878501541852, 7.221574538627074, 4.4321722459380375, 5.051311414725205, 27.36193800977819
200, 4.473484762756076, 7.777301073332077, 4.718093347028407, 5.433692319699688, 27.517621111239716
225, 4.453216224837039, 8.292206387528422, 4.986648045787689, 5.794993585818034, 27.66608140463849
250, 4.433909052401712, 8.763097866594583, 5.241847321759319, 6.138636618599605, 27.8078841043031
275, 4.415404617962755, 9.194560346751945, 5.486519705741266, 6.467706458441626, 27.943896611028585
300, 4.397565694731074, 9.593649553638627, 5.722648234397443, 6.784753211143382, 28.075018386578044
325, 4.380284281738137, 9.967130527036305, 5.951618817341819, 7.091757326081989, 28.20203144695606
350, 4.3634754750403335, 10.320589229601563, 6.174398769568956, 7.390201110883652, 28.325569825877423
375, 4.347082697270283, 10.658340474422069, 6.391663776797318, 7.68118293323613, 28.44612551246975
400, 4.3310586055951985, 10.983601528689091, 6.603888270153613, 7.965503557119561, 28.564077607007214
425, 4.3153690107826455, 11.298725950753429, 6.811409975427307, 8.243751017836246, 28.679714464796234
450, 4.299988803880169, 11.605423869802923, 7.014476757854105, 8.516365236687548, 28.793257274408077
475, 4.2848970144866385, 11.904942750545155, 7.213278389951661, 8.783680550651027, 28.904877943076336
500, 4.270081651977401, 12.198206854052373, 7.407968431670198, 9.045971190533336, 29.014715277786586
525, 4.25552660858914, 12.485922396614779, 7.598682271265755, 9.30345823726823, 29.12288301394508
550, 4.241220571184359, 12.768648740043776, 7.785546115071984, 9.556336715794245, 29.229480200892876
575, 4.227154146625954, 13.046855358977606, 7.968686534675207, 9.804803321706387, 29.334595745331153
600, 4.2133167715644015, 13.320948074450733, 8.14823014357403, 10.049031549561136, 29.438315243025244
625, 4.199698670892717, 13.591296489360062, 8.324309829301669, 10.28919528124473, 29.5407158641518
650, 4.186291357306591, 13.858249426810442, 8.497063220732814, 10.525480500360885, 29.641876279773353
675, 4.173080855584703, 14.122143031050049, 8.666633949961888, 10.758078412954234, 29.741875400191237
700, 4.160056835081842, 14.383311097627448, 8.83317260464901, 10.987208059215959, 29.84079272768419
725, 4.14720999479199, 14.642083803051097, 8.996835366903689, 11.213051740482001, 29.938704363957065
750, 4.134529036511581, 14.898796843212992, 9.157783952413146, 11.435800978651457, 30.035690978231024
775, 4.1220040075748265, 15.15379259289208, 9.3161835216095, 11.65565742634081, 30.13183190731449
800, 4.109623315226701, 15.407423308031355, 9.472204622572445, 11.872821726191262, 30.22721342907756
825, 4.097374625505742, 15.660055824417551, 9.62602233899016, 12.087507724135364, 30.32192259243237
850, 4.08524864736289, 15.912071785778469, 9.777815987206528, 12.29991567823393, 30.41604802985121
875, 4.073231329442071, 16.16388032622067, 9.927771035869515, 12.510298590154633, 30.50968706345226
900, 4.061309696372633, 16.415909268303754, 10.076077529458349, 12.718880608100122, 30.60293894438784
925, 4.049470513481301, 16.668618491103416, 10.222931689103875, 12.925921277585147, 30.69590589486227
950, 4.037707397103723, 16.922498728755087, 10.368536824847396, 13.131555198336144, 30.78868524181789
975, 4.026001711629538, 17.178103238095687, 10.513106283289497, 13.336121196853284, 30.88140617598321
1000, 4.014339174463896, 17.43603363281998, 10.656862798934485, 13.53988678293139, 30.974199157390867
