cycles, capacity, LAM_NE, LAM_PE, LLI, Resistance
0, 4.767088548069245, 0.14793360306275538, 0.21875216291840083, 0.0, 25.62507370196732
25, 4.689396523649311, 2.3979427274706366, 1.2862633701632986, 1.4038043791063473, 26.093714291125497
50, 4.647898463047427, 3.11664252711068, 1.85041857464594, 2.142839422932397, 26.36990075434836
75, 4.613586057290107, 3.7062292091700977, 2.288191394218664, 2.744757614812002, 26.60261088863175
100, 4.582857333856885, 4.27741907458884, 2.6577273155117376, 3.2774514413249847, 26.812705344180596
125, 4.554500641751952, 4.8414244689961805, 2.982430062870589, 3.7645261178675895, 27.007549108077068
150, 4.5281703796304535, 5.370596021282825, 3.2742706080657547, 4.213837516807047, 27.18906065556174
175, 4.503707573402897, 5.842047738725132, 3.5404381975422727, 4.6293570433899305, 27.35794158617545
200, 4.480865202550087, 6.255697127617821, 3.785808298717286, 5.015901833370677, 27.515598372891493
225, 4.45936619958504, 6.622384881396403, 4.013911059233866, 5.378415878466868, 27.663787364797546
250, 4.438978918860624, 6.953217354808661, 4.227381754292869, 5.721005676891636, 27.804066206592353
275, 4.419522797414188, 7.25674685758052, 4.428239991578842, 6.046832587209295, 27.937668671214325
300, 4.400861061639066, 7.539154279954296, 4.618069924046997, 6.358318986260699, 28.065548271857498
325, 4.382886668102799, 7.804915537980472, 4.798142710857101, 6.657348314755296, 28.18846126182506
350, 4.36551550879376, 8.057338377594226, 4.969497513574583, 6.945420783728366, 28.30700897929546
375, 4.348679403503236, 8.298928448951393, 5.132998866019367, 7.223754804205072, 28.421684374448276
400, 4.332321167175865, 8.531626250012758, 5.289376677838408, 7.4933628631748945, 28.532899393262674
425, 4.316394688217486, 8.756966009230371, 5.439254408274163, 7.755084457096842, 28.64099974604392
450, 4.300859543810064, 8.976178932321277, 5.5831704347893085, 8.009643370267383, 28.74628112474356
475, 4.285681612200656, 9.190270401379696, 5.721594224470039, 8.257656865183165, 28.848998955128337
500, 4.270830644730961, 9.400072620914923, 5.854938964221268, 8.49966811623176, 28.949376614268406
525, 4.256280681488742, 9.606282407032252, 5.983570025966012, 8.736147435027448, 29.04761056905328
550, 4.242008724860864, 9.809490793383146, 6.107813390589767, 8.967512398437464, 29.143875096926845
575, 4.227994015191561, 10.01020508774535, 6.227961237152114, 9.19413462971356, 29.238324789188145
600, 4.214217796979507, 10.208864977403032, 6.344276503818225, 9.416347532023948, 29.33110280386702
625, 4.200665105447277, 10.405856723223895, 6.456996807227844, 9.634450324516251, 29.422334085804216
650, 4.187319502391404, 10.601524719608491, 6.566339191214454, 9.848715562519558, 29.512135301744657
675, 4.174169140234935, 10.796177979391409, 6.672500085804078, 10.059383584117569, 29.600611399498987
700, 4.161200179057886, 10.99009990415285, 6.775660261562544, 10.266683827545577, 29.687861799709257
725, 4.148401691287721, 11.183552260606533, 6.875984536078727, 10.470823535620156, 29.773976249779942
750, 4.135762976266064, 11.376781107983758, 6.973624738991546, 10.671997175827187, 29.859041648698344
775, 4.123273812109363, 11.570021232759897, 7.068720709019893, 10.870384197684729, 29.94313731440287
800, 4.110924661992532, 11.763499832168057, 7.161401438281745, 11.066155596223254, 30.026339393899836
825, 4.098707163328719, 11.957440340612358, 7.251785839379188, 11.259467578349728, 30.108720000342245
850, 4.086613011340335, 12.152065951336176, 7.339983997360333, 11.450467264561965, 30.190348757235558
875, 4.074633972055313, 12.347602644282418, 7.4260976140120505, 11.63929388789468, 30.271292878638615
900, 4.06276378129195, 12.544282590764066, 7.510220559394664, 11.826080227755611, 30.35161831342444
925, 4.050993943148017, 12.74234863760988, 7.592440006836143, 12.010948940696835, 30.43139117364484
950, 4.039317516635896, 12.942053247859276, 7.672835446009396, 12.194025772197037, 30.51067330852386
975, 4.027728520195793, 13.143667500457623, 7.751480441452873, 12.375426059334046, 30.589528988271592
1000, 4.016219371471002, 13.347484103860719, 7.828442764568622, 12.555263961729977, 30.66802476356009
1025, 4.004784296678931, 13.553820408399119, 7.903783782342854, 12.733650791471433, 30.746227419927
1050, 3.993416679483252, 13.763024996441864, 7.977559660997457, 12.910696958713785, 30.824206466814456
1075, 3.982109508626335, 13.975483691162571, 8.049821035899907, 13.086513298945476, 30.902034752744715
1100, 3.970855955406161, 14.19162700809129, 8.120612794427673, 13.26121168475045, 30.979789491847693
