cycles, capacity, LAM_NE, LAM_PE, LLI, Resistance
0, 4.767088548069245, 0.14793360306275538, 0.21875216291840083, 0.0, 25.62507370196732
25, 4.68604932046871, 2.0932631297600035, 1.3221845829781476, 1.454623403421195, 26.067690856923754
50, 4.645180060393209, 3.0084158949919115, 1.7773728898448748, 2.1547222056161957, 26.321986420925928
75, 4.614507581883313, 3.6223913735160096, 2.087290255758467, 2.6687388228918394, 26.521278769580647
100, 4.589001735204322, 4.086998401607811, 2.3267713451983973, 3.0895970792804093, 26.69042999830891
125, 4.566713552077568, 4.459234543854052, 2.5241701886681955, 3.452990215846455, 26.839682428548482
150, 4.54665729035742, 4.76783650378313, 2.6934412021464404, 3.776883527777798, 26.974500907158582
175, 4.528248130100783, 5.030145732809855, 2.8425281205731623, 4.071823706146716, 27.09825252618235
200, 4.511102828004449, 5.257738860148054, 2.976401001830564, 4.344648923576358, 27.213213819812932
225, 4.494957028484162, 5.458751000802675, 3.0983831601892, 4.600041255390877, 27.321001951134264
250, 4.479619619049589, 5.639080096656834, 3.210810954769805, 4.841369217078324, 27.422819851146553
275, 4.464949788928843, 5.803083947572352, 3.3153919058545145, 5.071110082616954, 27.51957971529709
300, 4.450841610656439, 5.9540410777548125, 3.4134123722097676, 5.291126302511046, 27.611997212722354
325, 4.437206773986367, 6.094469359333699, 3.505867493668824, 5.502942989142781, 27.70065730146114
350, 4.423978032468801, 6.226306227222311, 3.5935436284063815, 5.707737365800142, 27.786018130466182
375, 4.4111044911409, 6.351072288242343, 3.6770706127009167, 5.906390738828762, 27.868453118375104
400, 4.3985439276245115, 6.469989065384829, 3.756965402701251, 6.099659599475686, 27.948281295474217
425, 4.386257654901905, 6.58404233198212, 3.833654963081401, 6.288196796701385, 28.025775759881068
450, 4.374218575915977, 6.694034683341665, 3.907496803207111, 6.472517314519024, 28.10116243446139
475, 4.362398964780624, 6.800631877385433, 3.9787933344956006, 6.65305967682967, 28.174637221809803
500, 4.350776763246136, 6.904390567517382, 4.047802505448683, 6.830217713615937, 28.24637057261358
525, 4.339334170173216, 7.005781734947281, 4.1147466956426015, 7.004305898436115, 28.316512164213243
550, 4.328055275634742, 7.105207148864201, 4.179818886266418, 7.1756027201007555, 28.385193491306577
575, 4.316925905361616, 7.203013272630021, 4.243187513471048, 7.3443542535386825, 28.45253125668359
600, 4.305933311429841, 7.2995008923252165, 4.305000954433458, 7.510780197211389, 28.518631603274653
625, 4.295066797776424, 7.394933548784566, 4.365390133326075, 7.675071854013964, 28.58358652498947
650, 4.284316131332027, 7.489543515096219, 4.424471446446876, 7.837403388999505, 28.64748102545367
675, 4.273672775336093, 7.583536668622381, 4.482348831340088, 7.997926269010321, 28.710392658190177
700, 4.263128375607819, 7.677096500431924, 4.53911552193571, 8.15677821639973, 28.772392858301988
725, 4.25267597310314, 7.7703878840056255, 4.594855484661919, 8.314084709801747, 28.833542680354917
750, 4.242309354549636, 7.863558984074082, 4.649644629163174, 8.46995719387779, 28.893901846856103
775, 4.2320232464500736, 7.956743549351253, 4.703551849278275, 8.624481456606986, 28.953524375949062
800, 4.221811088228046, 8.050064116489652, 4.756639849231026, 8.777762708766474, 29.012460951211278
825, 4.211665317609354, 8.143632607389117, 4.808965851493985, 8.929937553237195, 29.070761872803597
850, 4.201582416638525, 8.237546620010395, 4.860582242577694, 9.081059041474518, 29.128463755541645
875, 4.191561076277867, 8.33189709502349, 4.911537141082379, 9.231168952787087, 29.18560822200785
900, 4.1815964346760195, 8.42676802848672, 4.961874874138383, 9.380339725578523, 29.242231321245136
925, 4.171684853205699, 8.522235567230629, 5.011636327632985, 9.528636200124993, 29.298368895236518
950, 4.161820847143558, 8.618369653072811, 5.060859203133261, 9.67614434612615, 29.35405493225439
975, 4.152001575923835, 8.715231714684467, 5.109578427575867, 9.822892841405363, 29.40931758544924
1000, 4.142227798065654, 8.812878803286416, 5.157826540537524, 9.9689359859169, 29.464186841484143
1025, 4.132493961595551, 8.911362005129842, 5.2056337982496315, 10.114307096220315, 29.518688496030602
1050, 4.122796555766318, 9.010728197462992, 5.253028353851952, 10.25908485287377, 29.572849974329678
1075, 4.113133506419965, 9.111017055177129, 5.300036567793043, 10.40329238442618, 29.62669302062932
