cycles, capacity, LAM_NE, LAM_PE, LLI, Resistance
0, 4.777420098032741, 0.011348301208868872, 0.0, 0.0, 25.607972158578473
25, 4.7498419718461165, 0.4797664320627226, 0.2291719033306383, 0.4438794676460276, 25.811385946259485
50, 4.723090618393326, 0.9443508785451304, 0.4681711982754022, 0.8800121137530965, 25.99708746659424
75, 4.697163632652708, 1.3984427035989344, 0.7078522598367831, 1.3053850932279403, 26.170253493459604
100, 4.671822316109535, 1.8455821772232595, 0.9482221592207907, 1.7231831281355738, 26.334732410891665
125, 4.646923082792286, 2.287880546071863, 1.1892871635900915, 2.135319757357152, 26.492811520672657
150, 4.622372733312227, 2.7267309577536425, 1.431053278449157, 2.5430527777123615, 26.645994185923445
175, 4.598105603831505, 3.163104994095711, 1.6735264121623405, 2.9472211898247025, 26.79532342087437
200, 4.5740760367514595, 3.5977248208240886, 1.9167122289431515, 3.348488551839637, 26.941569930854968
225, 4.550245237768482, 4.031141697758112, 2.160616322906994, 3.747344949587429, 27.08531800220237
250, 4.526585074623451, 4.463794467162218, 2.4052444344149215, 4.144177661102773, 27.227029152969585
275, 4.5030720512719, 4.896037870521375, 2.650602272060487, 4.539300232953593, 27.367072694810734
300, 4.479687079285591, 5.328164236940003, 2.8966954671744927, 4.932964051003097, 27.50575006843733
325, 4.456416399084264, 5.760416711948668, 3.1435297835245235, 5.325362591431087, 27.643309334547354
350, 4.433247606380179, 6.193011860398645, 3.3911108704406945, 5.716659650319187, 27.779971704646368
375, 4.410164488099636, 6.626139651889263, 3.6394445920290064, 6.107067430512046, 27.91592196161577
400, 4.3871615096452405, 7.059960389698916, 3.8885367710271956, 6.49667273066953, 28.05132061226469
425, 4.364227811407504, 7.4946240467886565, 4.138393273714447, 6.885617570200836, 28.186313101510425
450, 4.341355017427338, 7.930262446819647, 4.389020096585394, 7.274003166864972, 28.3210238930708
475, 4.318538249266351, 8.366996850549956, 4.640422991461812, 7.661923711408576, 28.455567128464093
500, 4.295769286084127, 8.80493939116227, 4.892607777035208, 8.049463098111815, 28.590047520062292
525, 4.273043880658224, 9.24419497484985, 5.1455804679300226, 8.436704890823336, 28.724561966626332
550, 4.250356647803845, 9.684860939969486, 5.399347024371837, 8.823717260961189, 28.859195025068935
575, 4.227701484035114, 10.12702978312653, 5.6539135252192345, 9.210574080631986, 28.99402957738022
600, 4.205073296584413, 10.570790415434683, 5.9092862925391625, 9.597334146243455, 29.12914493547592
625, 4.18246973889397, 11.016226385619166, 6.165471317913429, 9.984063677328052, 29.264609843550442
650, 4.159884890850151, 11.463418846941764, 6.422474849830695, 10.37082872701356, 29.400493868814387
675, 4.137316441815777, 11.912447814487859, 6.680303212537031, 10.757660959114602, 29.53686200776141
700, 4.114760347922264, 12.363388434051071, 6.938962793867609, 11.144613297567545, 29.673776743366407
725, 4.092212427394999, 12.816316851455634, 7.198460077402046, 11.531740426195753, 29.81129956105484
750, 4.069670496871954, 13.271307120433596, 7.458801613936439, 11.919086970830804, 29.949488710566595
775, 4.047130818003616, 13.728432235563071, 7.719994011836007, 12.306698430575736, 30.088401654926294
800, 4.024589714669209, 14.187763591313661, 7.98204371450325, 12.694617486839405, 30.228095685956028
825, 4.002045078066833, 14.649372884133694, 8.244957229767891, 13.08288548930264, 30.368625052823287
850, 3.9794936650924178, 15.113331413070497, 8.508741164187638, 13.471542849303077, 30.510043974076286
875, 3.956932430432385, 15.579710519961388, 8.773402251135142, 13.860631555009064, 30.652407785975505
900, 3.934359298867208, 16.048581904638215, 9.03894725912081, 14.250193058709186, 30.795770368022136
925, 3.9117705560884337, 16.520017806499588, 9.305383081443708, 14.640270869182487, 30.94018611831721
950, 3.8891638289481674, 16.994090554962483, 9.572716618233368, 15.030896026749488, 31.08570899666816
975, 3.8665364239511457, 17.470873893142226, 9.84095491176996, 15.422110136669204, 31.232394234031936
1000, 3.843885806440893, 17.950442399852516, 10.110105122542112, 15.813957715791148, 31.380297292961387
1025, 3.8212079754970207, 18.432871512410898, 10.38017442030249, 16.20647613457261, 31.529473879561216
1050, 3.7985004019854522, 18.918237692563967, 10.651169879086641, 16.59970827352764, 31.679980834319124
1075, 3.775760910281463, 19.4066187053077, 10.92309852631046, 16.993692274925834, 31.83187575217998
