cycles, capacity, LAM_NE, LAM_PE, LLI, Resistance
0, 4.777420098032741, 0.011348301208868872, 0.0, 0.0, 25.607972158578473
25, 4.753562175125936, 0.41905042516976465, 0.16996542277069038, 0.37480390959063925, 25.811683730463482
50, 4.730803139058978, 0.8169155858084753, 0.3471276867703321, 0.7373562382385757, 25.994146059526393
75, 4.708953650858193, 1.2023047954265453, 0.5246993110930132, 1.0879201837791328, 26.162306207528832
100, 4.687745421296373, 1.5792096493757568, 0.7026829210420193, 1.4300719684029986, 26.320522278734533
125, 4.667020825788172, 1.9499737630162328, 0.8810812504687404, 1.7659111966523255, 26.471346340487155
150, 4.6466792556299845, 2.3161255436483508, 1.0598970731015123, 2.0967849414015376, 26.616440064553178
175, 4.6266499646128745, 2.6787258003660996, 1.2391331977818165, 2.4236372052782116, 26.756952562021517
200, 4.606881478269093, 3.0385502457301428, 1.4187923667976943, 2.7471562222816885, 26.89372140937722
225, 4.587333780499951, 3.3961858298643954, 1.5988773095890085, 3.0678648223780414, 27.027377574047186
250, 4.567978319473331, 3.7520955047168014, 1.779390891071586, 3.3861644736250724, 27.158417595601225
275, 4.54879040454247, 4.1066471145752566, 1.9603359639765006, 3.7023780822794237, 27.287233070525204
300, 4.529750635452068, 4.460148244333018, 2.141715392696808, 4.01675772981973, 27.414150973557803
325, 4.510844115554183, 4.812851262443729, 2.3235320483642186, 4.329518322234776, 27.539436572704275
350, 4.492056029079551, 5.164970280389358, 2.5057888236754366, 4.640845472123132, 27.663314042415674
375, 4.4733757420050635, 5.516696726109438, 2.688488759796337, 4.95089979928801, 27.785983555406236
400, 4.454791882579836, 5.868189577941907, 2.871634902299325, 5.259804332578497, 27.907610442119157
425, 4.436297416266192, 6.219589610564514, 3.055230244014462, 5.5676810122011915, 28.028336969321014
450, 4.4178837368083705, 6.571022430568352, 3.2392778165321046, 5.874633506179308, 28.148290938085587
475, 4.399543834372889, 6.922600977411442, 3.4237807122220243, 6.180756744644057, 28.267588119118482
500, 4.381271516916307, 7.274427307770415, 3.608742049925584, 6.48613577516258, 28.386327967301604
525, 4.363061071236842, 7.626594551104915, 3.794165005440997, 6.790850705009191, 28.50460379866921
550, 4.344907545872654, 7.979188169359885, 3.9800527654418327, 7.094968083984625, 28.622499125298745
575, 4.326806652436412, 8.33228480621001, 4.166408569592872, 7.398547085920072, 28.740087543668935
600, 4.308754399221356, 8.685958596983646, 4.353235668272126, 7.70164324677593, 28.857440390673858
625, 4.2907447029758865, 9.04027813363204, 4.540537368458153, 8.004308789592756, 28.974622079656285
