Cycles, Capacity_mean, Capacity_std
0, 4.751812962962964, 0.006941422536945879
40, 4.703526543209876, 0.010526825895243836
80, 4.637537962962964, 0.010120437590844373
120, 4.601950617283951, 0.010438674101405058
145, 4.580056790123456, 0.009903916585313475
170, 4.557885802469134, 0.00995421507443172
195, 4.538974074074073, 0.010081089126767612
220, 4.519385493827161, 0.010050055165264995
245, 4.504191512345678, 0.010551059718463174
270, 4.504098765432098, 0.009514096671756027
295, 4.468669290123457, 0.010978575109721108
320, 4.452449691358025, 0.011452126754648394
345, 4.436987037037036, 0.012347694758278972
370, 4.417877777777778, 0.0124691907610566
395, 4.402790432098765, 0.013325027516310694
420, 4.388597222222223, 0.013937094838082675
445, 4.372973302469135, 0.014646822105524284
470, 4.355525771604938, 0.015905001369783782
495, 4.339447222222222, 0.01704127389824735
520, 4.322840277777778, 0.01857391901199002
545, 4.322840277777778, 0.01857391901199002
570, 4.304084876543209, 0.019070954203302026
595, 4.287228549382717, 0.01856757870769982
620, 4.268851080246914, 0.02052381191086705
645, 4.257761574074073, 0.021114740951546754
670, 4.234649845679012, 0.02249462252046591
695, 4.218088117283951, 0.022195044638421438
720, 4.196748148148148, 0.02339993705970391
745, 4.1778918209876545, 0.02479730552954273
770, 4.167105709876542, 0.02439890411161693
795, 4.148585030864198, 0.023995507080868842
820, 4.110538271604938, 0.021614800105923412
845, 4.068841358024692, 0.02041133825621407
870, 4.015112191358024, 0.027325261084439414
895, 3.941470216049382, 0.04165623962210417
945, 3.7889618827160487, 0.08042845338141179
970, 3.723725925925926, 0.10228896643909392
995, 3.6334504629629625, 0.11648413467342059
1020, 3.5548425925925926, 0.1265822382718464
1044, 3.4551915123456785, 0.14222674972775068
1074, 3.3729876543209882, 0.141085428100109
1104, 3.301903703703703, 0.12874674385340806
