Cycles, Resistance_mean, Resistance_std
0, 26.390000000000047, 0.0593969696198079
40, 26.304000000000016, 0.25455844122731747
80, 26.370000000000005, 0.0933380951166077
120, 26.50199999999998, 0.09899494936613716
145, 26.589999999999936, 0.15556349186105473
170, 26.881999999999984, 0.18950461735810575
195, 26.88000000000006, 0.12445079348889403
220, 27.237999999999918, 0.06505382386908612
245, 27.458000000000027, 0.002828427124639112
270, 27.503999999999973, 0.31678383797151327
295, 27.480000000000082, 0.03394112549692542
320, 27.658000000000005, 0.09333809511648211
345, 27.881999999999962, 0.0933380951166077
370, 27.925999999999895, 0.03111269837228631
395, 28.08199999999994, 0.12727922061365873
420, 28.101999999999983, 0.09899494936613716
445, 28.347999999999995, 0.19233304448261926
470, 28.34999999999992, 0.31395541084687417
495, 28.437999999999963, 0.25173001410230156
520, 28.46000000000002, 0.09616652224137244
545, 28.46000000000002, 0.09616652224137244
570, 28.81600000000004, 0.09616652224137244
595, 29.08199999999992, 0.16122034611058417
620, 28.904000000000085, 0.09616652224137244
645, 28.39999999999998, 0.5656854249493013
670, 28.59999999999996, 0.8485281374238892
695, 28.903999999999908, 0.02828427124752159
720, 29.347999999999974, 0.5996265504462267
745, 29.593999999999987, 0.06505382386921173
770, 30.058000000000007, 0.22344574285503116
795, 29.703999999999997, 0.4695189027078033
820, 29.901999999999962, 0.18950461735798013
845, 30.54800000000011, 0.15839191898581945
870, 30.058000000000007, 0.031112698372035095
895, 31.082000000000054, 0.15556349186105473
945, 31.148000000000042, 0.24890158697766243
970, 32.83800000000001, 0.5628569978244135
995, 31.10400000000002, 1.883732465080994
1020, 33.23999999999998, 1.8215070683364212
1044, 33.506000000000036, 0.2573868683519566
1074, 34.127999999999936, 0.11879393923936458
1104, 34.816, 1.8497913395840684
