Cycles, Capacity_mean, Capacity_std
0, 4.832954320987654, 0.00549030805891052
35, 4.7361964506172844, 0.01041310258300047
70, 4.674697530864196, 0.010517042326534594
105, 4.620186265432099, 0.011084366774870104
140, 4.5797375, 0.012189022151788987
175, 4.539533179012346, 0.014072923581854873
210, 4.501452160493828, 0.017531850799812225
245, 4.468765432098764, 0.021200932610112543
280, 4.426573611111112, 0.026429730930966504
315, 4.38523950617284, 0.031102493354686803
350, 4.343527314814815, 0.034934449206817896
385, 4.299467283950617, 0.04355883210172896
420, 4.2671424382716046, 0.05257626879178779
455, 4.235575154320988, 0.0626207268541451
490, 4.202186574074074, 0.07365988206582784
525, 4.1746435185185184, 0.08079892644656701
560, 4.166247067901234, 0.07374395680021449
595, 4.136629166666666, 0.08010636732328935
630, 4.1046859567901235, 0.07906976370951821
665, 4.084792746913581, 0.07574097890358832
700, 4.066546913580247, 0.07441561829663615
735, 4.056253395061728, 0.06989150052397818
770, 4.044752777777778, 0.06705568483761437
805, 4.027568055555555, 0.06795814208763508
840, 4.012738580246914, 0.07060225132602962
875, 3.998468827160494, 0.06604499671819605
910, 3.980405555555555, 0.06651739703058591
945, 3.9468796296296307, 0.06576096996892175
980, 3.9122671296296296, 0.06605769551429919
1015, 3.920157253086419, 0.052089853460882955
1050, 3.9013932098765434, 0.06825279571730583
1085, 3.8805797839506173, 0.06834566899461711
1120, 3.8671251543209877, 0.07578601176982087

