Cycles, Capacity_mean, Capacity_std
0, 4.754093981481481, 0.017280469086222185
60, 4.605027623456791, 0.016340422767594828
120, 4.484789969135801, 0.023790366949057177
180, 4.384906172839506, 0.02537715284412338
240, 4.308977623456791, 0.022007491058924925
300, 4.26536712962963, 0.01376846980146449
355, 4.222523148148149, 0.010190372553180057
390, 4.232130092592594, 0.015914396673336183
435, NaN, NaN
490, 4.148947993827161, 0.005273737109285054
545, 4.113703395061727, 0.001371730613485578
600, 4.090197685185184, 0.006386194798989322
655, 4.095983024691358, 0.010336635195427171
700, 4.0571572530864195, 0.0071684542992114485
755, 4.0360671296296315, 0.011424883761523702
810, 4.023965895061727, 0.011688301995375038
865, 3.983085956790123, 0.022623879559888312
920, 3.9489455246913585, 0.03201409612802695
975, 3.928527314814815, 0.036741927017513734
1030, 3.928527314814815, 0.036741927017513734
1085, 3.918823919753088, 0.04152385134193252
1140, 3.907849228395063, 0.04585478635212099
1195, 3.8585095679012356, 0.06904351549230298
1258, 3.82613888888889, 0.0803807151147248
1320, 3.802198148148148, 0.09066772852973903
1382, 3.809940277777777, 0.0826315211481145
1437, 3.7532425925925925, 0.10467046150065282
1492, 3.725306327160494, 0.11196756891164109
1547, 3.717596296296295, 0.11398680826208041
1602, 3.6884069444444436, 0.12139918971235782
1657, 3.666734413580247, 0.1279145826095415
