Cycles, Capacity_mean, Capacity_std
0, 4.8362590277777775, 0.005847830365578129
35, 4.651610879629629, 0.001942721330132502
70, 4.612572569444443, 0.0018764606174588802
105, 4.5883089120370375, 0.0023378865460857447
128, 4.569075578703703, 0.005265949727629281
175, 4.550854398148149, 0.04783554582049112
210, 4.5133751157407405, 0.005342283037320099
245, 4.475670138888889, 0.007585539091355418
280, 4.4491026620370375, 0.007118983005673351
315, 4.418489583333333, 0.008489394999678592
350, 4.397355671296295, 0.009341150003448493
385, 4.376424305555554, 0.011300340189579244
420, 4.348036574074073, 0.012929461222605616
455, 4.322937037037037, 0.016065934510201843
490, 4.30888900462963, 0.015752842884786452
525, 4.295887962962963, 0.015534045262398814
560, 4.276341666666666, 0.015324341392058575
585, 4.2661121527777786, 0.014400152228311544
606, 4.316212268518519, 0.015341160299845643

