Cycles, Capacity_mean, Capacity_std
0, 4.754271913580247, 0.002518661332302647
80, 4.66701574074074, 0.008675716762469416
160, 4.604010030864198, 0.011587525381026005
240, 4.556161111111109, 0.01353581061254216
340, 4.514569290123457, 0.01729194571477257
440, 4.476767283950616, 0.02035882080164703
540, 4.43750725308642, 0.025019333099614245
640, 4.399623148148149, 0.030652332358859235
740, 4.330765277777778, 0.041354543498400405
840, 4.340063734567901, 0.030274800745353773
940, 4.245993672839506, 0.03757204850897767
1040, 4.218378086419752, 0.03810919685384389
1140, 4.176407098765432, 0.041362938552346955
1240, 4.135351697530864, 0.0484891570631503
1340, 4.087448148148148, 0.0563473724215693
1440, 4.044053703703703, 0.06484159674685251
1540, 4.007033179012345, 0.07193935039394135
1640, 3.9521348765432105, 0.07996007810959471
1740, 3.89067561728395, 0.0898347151019653
1840, 3.7673961419753095, 0.05574585381936475
1940, 3.7673961419753095, 0.05574585381936475
2040, 3.798822376543209, 0.10182656306142097
2140, 3.7616225308641975, 0.10677340535628638
2240, 3.6777018518518516, 0.10947335808791285
2355, NaN, NaN
