Cycles, Resistance_mean, Resistance_std
0, 26.11733333333343, 0.15981656151145687
60, 27.051999999999946, 0.2742553554628535
120, 27.316000000000013, 0.31179480431857515
180, 27.36133333333341, 0.1973153144926585
221, 27.525333333333418, 0.022030282189186304
271, 27.673333333333378, 0.23441274140558976
308, 27.26399999999997, 0.2813680863211686
368, 27.826666666666654, 0.26050207932633385
428, 27.499999999999975, 0.1769519708848329
488, 27.78133333333332, 0.1795252999810732
548, 28.047999999999956, 0.2369134863194166
608, 28.018666666666665, 0.2403109097259249
668, 28.182666666666734, 0.2723037519634497
728, 28.005333333333365, 0.21723105978042911
788, 28.24266666666665, 0.30032870880650914
848, 28.463999999999956, 0.318018867364851
908, 28.849333333333323, 0.6561991567606452
968, 28.44933333333331, 0.3316946386865165
1012, 28.6866666666666, 0.36005184811819546
