Cycles, Capacity_mean, Capacity_std
0, 4.831529012345679, 0.010707948588119852
32, 4.689693827160493, 0.014739960752074028
62, 4.622847839506172, 0.011462387650978649
94, 4.546909722222222, 0.0103130085296741
124, 4.493410030864197, 0.01686226476932954
154, 4.435216203703703, 0.03262619093356844
184, 4.385163425925927, 0.04494875331288611
214, 4.378383179012347, 0.03797370659384454
244, 4.3249359567901235, 0.043307824163959056
274, 4.284574382716049, 0.04452413726216069
304, 4.248824691358025, 0.04502696477761517
334, 4.216324228395061, 0.04588426280081008
364, 4.201812037037038, 0.04384809996110258
394, 4.192644290123457, 0.03936605789695098
424, 4.146096759259258, 0.0417879194604651
454, 4.129320679012346, 0.03966904582491583
484, 4.121545987654321, 0.026392743165300294
514, 4.100282716049382, 0.02971299946449661
544, 4.06204537037037, 0.028501477814518585
574, 4.041070061728394, 0.026385622817430357
604, 4.064723919753088, 0.04487764885120768
634, 4.045477160493828, 0.02918839424515363
664, 4.025980709876543, 0.028220431891353016
694, 3.993452469135802, 0.029811174928540674
724, 3.9589166666666666, 0.031816841179997404
754, 3.9549836419753084, 0.03147809339861296
784, 3.9359740740740743, 0.03300043424250209
814, 3.8875723765432095, 0.03370996699260821
844, 3.8543915123456784, 0.035051315153663415
874, 3.931859722222223, 0.03488660469455618
904, 3.8540455246913576, 0.029441130725531842
934, 3.8489243827160493, 0.03702650402983657
964, 3.7609495370370367, 0.05079054557582749
994, 3.776720679012346, 0.0775087343264673
1024, 3.6797476851851854, 0.11767285201151177
