Cycles, Resistance_mean, Resistance_std
0, 26.34933333333335, 0.11948779575065788
35, 26.64800000000008, 0.20567936211488796
70, 26.988, 0.06681317235395091
105, 27.150666666666666, 0.048221710186686535
140, 27.476, 0.10399999999996447
175, 27.44799999999999, 0.11530828244323452
210, 27.6986666666667, 0.1123803066970317
245, 27.846666666666664, 0.4002465906579822
280, 28.337333333333287, 0.42830518714265076
315, 28.426666666666677, 0.16943828768420968
350, 28.603999999999985, 0.2430144028654016
385, 28.794666666666657, 0.24791396357069412
420, 29.04799999999999, 0.24039966722104048
455, 28.945333333333306, 0.0666133119828117
490, 29.300000000000043, 0.41159203102094805
525, 29.714666666666645, 0.446162899996551
560, 29.23999999999995, 0.16252999723133535
595, 29.53599999999999, 0.2563435195202616
630, 29.44933333333329, 0.3407599350470856
665, 29.819999999999954, 0.20035967658186848
700, 29.922666666666704, 0.21748869702431434
735, 29.984000000000027, 0.2265215221562168
770, 30.161333333333335, 0.1778688655536621
805, 30.606666666666626, 1.0677627701570098
840, 30.501333333333374, 0.3369826899609312
875, 30.885333333333282, 0.5514828495368572
910, 30.531999999999886, 0.3775923728043026
945, 30.855999999999995, 0.20486092843689574
980, 31.52399999999993, 1.0308908768632488
1015, 32.01333333333333, 1.4145774398502426
1050, 31.67200000000001, 0.13757906817531973
1085, 31.645333333333344, 0.5647559945085205
1120, 31.68533333333325, 0.5647559945085211

