Cycles, Capacity_mean, Capacity_std
0, 4.834720061728395, 0.006995904340439897
35, 4.715243672839507, 0.0025312268870267634
67, 4.671778240740741, 0.0009719943516022989
99, 4.62739475308642, 0.0034992756064178994
131, 4.6004706790123455, 0.005009735128635591
163, 4.563838425925926, 0.0067481013466731505
195, 4.5315004629629625, 0.008479708554893179
227, 4.509918364197532, 0.00642765804007117
259, 4.471242592592592, 0.008843282465332981
291, 4.4374168209876546, 0.010749066440440614
323, 4.4081376543209885, 0.012180796117369498
355, 4.381186265432099, 0.013211916610095884
390, 4.368707407407407, 0.0133581349913667
422, 4.3375709876543205, 0.013506756681970005
454, 4.305334104938272, 0.014408858707827415
486, 4.283680401234569, 0.015159041139791607
516, 4.259701697530864, 0.013389756790915312
548, 4.24409598765432, 0.02573639921975925
570, 4.099856018518518, 0.031243705460024418
580, 4.215101080246914, 0.02723934885130437
612, 4.193503240740742, 0.026394384958038124
644, 4.172438425925925, 0.026391198124270567
676, 4.16833225308642, 0.025317475502691488
708, 4.156683641975309, 0.02594520130983139
740, 4.138110339506173, 0.02729501591900352
772, 4.119129475308643, 0.028615844333603545
804, 4.109717746913581, 0.02988328433276934
868, 4.069251543209876, 0.03348181299362772
900, 4.045751851851851, 0.035798965398015595
932, 4.11250200617284, 0.031166418711374065
964, 4.082098302469135, 0.03472452381980851
996, 4.073956018518519, 0.0348083312397607
1028, 4.043619135802469, 0.035345630701434434
1060, 4.04696188271605, 0.03503213287221038
1092, 4.027562962962963, 0.03434737667702747
