Cycles, Resistance_mean, Resistance_std
0, 26.322666666666688, 0.2901126218096653
35, 26.649333333333363, 0.5165475131421753
67, 26.813333333333315, 0.49758349383132733
99, 27.21466666666667, 0.480355423965736
131, 27.482666666666706, 0.5720046619857135
163, 27.43599999999991, 0.617906141740033
195, 27.98533333333341, 0.6125661869001596
227, 27.852000000000032, 0.4731680462584793
259, 28.102666666666625, 0.4955212743498537
291, 28.429333333333357, 0.764641964146212
323, 28.489333333333278, 0.4043826570630891
355, 28.669333333333395, 0.36189132807145274
387, 28.652000000000005, 0.4557367661270625
419, 28.78533333333338, 0.3413463539183538
451, 29.09866666666669, 0.35576021887414283
483, 29.142666666666628, 0.518109383560415
515, 28.78666666666666, 0.4584553776905236
547, 29.408000000000044, 0.5310065912962706
562, 29.06666666666672, 0.5123956804397912
594, 29.423999999999968, 0.5309011207371814
626, 29.468000000000018, 0.5015814988614091
658, 29.542666666666644, 0.43298652788890524
690, 29.674666666666678, 0.443013920022098
722, 29.807999999999936, 0.5024261139709906
754, 29.92666666666661, 0.6112849853655169
786, 30.05999999999993, 0.6524293065153586
818, 30.12133333333331, 0.6120435714337199
850, 30.40266666666665, 0.563621622485671
882, 30.666666666666668, 0.755251834379336
914, 30.860000000000024, 1.2445015066282326
946, 30.874666666666723, 0.7381092963331553
978, 31.26133333333326, 0.7401873636676723
1010, 31.249333333333357, 0.7294746968423932
1042, 31.51333333333331, 0.6842494671779838
1074, 31.838666666666644, 0.6002843770525439
