Cycles, Resistance_mean, Resistance_std
0, 26.378999999999976, 0.2690105326314757
80, 25.60100000000007, 0.2156880463385911
160, 26.12299999999994, 0.22204804284957683
240, 26.403, 0.07668985156682953
340, 26.603000000000065, 0.04815253541265398
440, 26.802999999999955, 0.22670685918168504
540, 27.11400000000004, 0.29157960605411176
640, 27.43700000000002, 0.24347210654747584
740, 28.20400000000003, 0.3418693707641442
840, 28.09200000000005, 0.17609088562443312
940, 28.715000000000003, 0.18568431992680812
1040, 28.71399999999999, 0.26301837705124587
1140, 28.913999999999973, 0.3049371519947747
1240, 28.905, 0.26408836904840216
1340, 29.104000000000063, 0.16424372134116397
1440, 29.46100000000005, 0.3282499047980926
1540, 29.38200000000002, 0.3759787228022011
1640, 29.459999999999997, 0.1772982421420663
1740, 34.40533333333337, 8.669898576876951
1840, 29.94533333333334, 0.5233176218448637
1940, 29.94533333333334, 0.5233176218448637
2040, 30.0026666666667, 0.2802379940929958
2140, 30.166666666666647, 0.2956845165600091
2240, 30.32933333333337, 0.1467696608067513
2355, NaN, NaN
