Cycles, Capacity_mean, Capacity_std
0, 4.750237962962963, 0.024346766300526314
60, 4.594309027777778, 0.021141301422642728
120, 4.473740972222223, 0.022709579758081178
180, 4.3890164351851855, 0.01997851208177575
240, 4.331059953703703, 0.018983639675185317
300, 4.2928065972222225, 0.01907586487149117
355, 4.256226967592593, 0.0195831508812048
410, 4.2325913194444444, 0.023537488695918908
465, 4.203223611111111, 0.024474649714596987
520, 4.208007754629629, 0.028968530357654794
575, 4.161210879629629, 0.03014092901085618
630, 4.137436111111111, 0.02902313852554785
685, 4.111380902777778, 0.027212192007063322
740, 4.096809374999999, 0.02571433460871333
795, 4.074971643518518, 0.02394862395068177
850, 4.059282407407409, 0.022767088864462166
905, 4.050234259259259, 0.023088502343636623
960, 4.030763425925926, 0.022414545698128632
1015, 4.013702546296297, 0.022020252337081013
1070, 3.937742592592593, 0.10350635823459202
1125, 3.937742592592593, 0.10350635823459202
1180, 3.990826851851851, 0.022159304613410792
1235, 3.9860740740740743, 0.02259793383280084
1290, 3.9450392361111115, 0.04983396210334196
1353, 3.956254012345679, 0.0219113011616957
1415, 3.9380888888888883, 0.02172425597205697
1477, 3.9417638888888895, 0.022427958001374357
1532, 3.912824845679012, 0.021314411323956957
1587, 3.883380092592594, 0.00023701171739832382
1642, 3.904274691358024, 0.03128747038988552
1697, 3.8858084876543213, 0.026523929045565508
1752, 3.8669783950617287, 0.02665467458113311
1817, 3.849652160493827, 0.02693649598912733
1882, 3.835180401234568, 0.02756143277848984
1947, 3.8133004629629625, 0.028834621910803705
2077, 3.7812998456790132, 0.033121223813327244
2142, 3.7832001543209883, 0.03516761892255328
2207, 3.7459436728395055, 0.0424161968524976
2272, 3.7217132716049384, 0.04960971768650403
2336, 3.6777533950617287, 0.0600788225183797
2426, 3.6465810185185195, 0.06429534383328406
2526, 3.6320188271604934, 0.06492017162022172
