Cycles, Resistance_mean, Resistance_std
0, 26.193333333333275, 0.09669195071636141
35, 26.962666666666554, 0.23736329398908976
70, 26.962666666666678, 0.10231976022916434
105, 27.095999999999936, 0.13879481258321416
128, 26.97733333333332, 0.22322484927386313
175, 27.18000000000001, 0.2740218969352612
210, 27.017333333333344, 0.19038207198508572
245, 27.21066666666664, 0.1406461280423317
280, 27.41733333333336, 0.1329862148245037
315, 27.446666666666648, 0.08013322240700997
350, 27.80266666666667, 0.2750805942507324
385, 26.869333333333326, 0.7173878541857899
420, 27.73066666666661, 0.14731372418531466
455, 27.876000000000015, 0.022271057451290516
490, 27.78800000000003, 0.06053098380164223
525, 27.683999999999997, 0.3983767061462884
560, 28.04000000000002, 0.17283518160371525
585, 27.965333333333337, 0.11202380699350893
606, 28.158666666666694, 0.15668226872667915

