Cycles, Capacity_mean, Capacity_std
0, 4.830452893518518, 0.005090014532280315
73, 4.566899074074074, 0.007644973904482762
113, 4.3146662037037045, 0.0482345778494468
122, 4.468498379629629, 0.015244394965384383
222, 4.355614699074074, 0.03644917597395204
262, 4.3146662037037045, 0.0482345778494468
306, 4.261636342592592, 0.06132396975702781
356, 4.305889583333333, 0.03347557477383533
406, 4.226797800925925, 0.04706917325245611
498, 4.120106597222222, 0.06861480670077548
499, 4.164516782407408, 0.06187058016107805
