Cycles, Capacity_mean, Capacity_std
0, 4.837203549382715, 0.002486179836166112
25, 4.699091666666665, 0.004522225374047161
50, 4.625439814814815, 0.010031375461805134
75, 4.543976388888891, 0.023851281044577153
100, 4.452082870370371, 0.04585616554147345
125, 4.285009413580248, 0.06988615228339916
150, 4.033839969135801, 0.0714450691737113
175, 3.769532561728395, 0.13657117130965238
200, 3.302977314814816, 0.20599205973874704
225, 2.687984259259259, 0.3602388225382716
250, 1.732038271604938, 0.6318075986529498
275, 0.8743881172839506, 0.3423697997252015
