Cycles, Resistance_mean, Resistance_std
0, 26.39599999999997, 0.4613025037868277
25, 26.528000000000002, 0.16799999999994553
50, 26.75200000000005, 0.24003333101888158
73, 26.88399999999997, 0.3447433828226541
96, 27.00266666666664, 0.21564167809902665
119, 27.062666666666683, 0.4197586608198803
142, 27.046666666666635, 0.2627343398441316
165, 27.196000000000055, 0.3400705809092821
188, 27.12133333333337, 0.15830771722604026
211, 27.38666666666667, 0.17140984024646594
234, 27.389333333333354, 0.024440403706416827
257, 27.462666666666635, 0.14435142303884607
280, 27.56533333333338, 0.3734452213288187
303, 27.52266666666667, 0.16901282002659557
326, 27.75733333333328, 0.08693292433451574
349, 27.96666666666674, 0.10802468853615248
395, 28.054666666666606, 0.18492521010762922
418, 28.218666666666675, 0.27406082050038194
441, 28.35200000000005, 0.2281052388701161
464, 28.825333333333347, 0.18822681353434492
482, 28.507999999999978, 0.271529003975529
487, 28.64799999999998, 0.3500171424374386
522, 29.238666666666663, 0.20326665573410768
545, 29.74399999999999, 0.7899772148612768
568, 29.849333333333306, 0.5940011223333914
591, 30.188, 0.6523312042206005
614, 30.796000000000017, 0.8104221122353329
637, 32.070666666666625, 0.8320128204139887
660, 33.74533333333325, 0.7484633146209873
683, 34.650666666666645, 0.9490149278768666
706, 36.01466666666665, 1.2690174677022679
729, 37.66000000000004, 2.3071783632827243
752, 41.66133333333336, 6.133601008651729
