Cycles, Resistance_mean, Resistance_std
0, 26.432000000000013, 0.2537610424526293
40, 26.621000000000052, 0.23069460331789515
80, 26.619999999999997, 0.26084989297811007
120, 27.110999999999976, 0.5871274705434577
160, 28.27799999999998, 0.8841508166973367
200, 30.178999999999956, 2.13599344568278
235, 34.394000000000034, 5.590061180345005
270, 41.67799999999997, 11.402495399399822
305, NaN, NaN
340, 57.25600000000003, 11.295066533668583
375, 63.62600000000005, 10.252586275342068
410, 68.01899999999996, 9.046257642436094
