Cycles, Capacity_mean, Capacity_std
0, 4.76355011574074, 0.006910746257378681
80, 4.647553935185185, 0.0035754148260013683
160, 4.561219791666666, 0.0021717345820717587
240, 4.497711574074073, 0.0036653951686157725
260, 4.497711574074073, 0.0036653951686157725
340, 4.452620601851852, 0.0038423033042236142
360, 4.452620601851852, 0.0038423033042236142
440, 4.4240741898148155, 0.0046668118359837266
460, 4.4240741898148155, 0.0046668118359837266
540, 4.388093287037037, 0.005381031729325377
560, 4.388093287037037, 0.005381031729325377
610, 4.368729282407408, 0.01106870087355297
630, 4.368729282407408, 0.01106870087355297
710, NaN, NaN
810, 4.321540277777778, 0.008042938714718263
830, 4.321540277777778, 0.008042938714718263
910, 4.298524421296295, 0.008160472015941134
930, 4.298524421296295, 0.008160472015941134
1010, 4.2817371527777786, 0.007343950475913681
1110, 4.281133333333333, 0.01234428035865859
1200, 4.258383333333334, 0.00978049756265743
1300, 4.241987268518518, 0.008658214546946206
1400, 4.203334722222222, 0.015845013682245317
1500, 4.182833564814814, 0.012792360642672163
1600, 4.163575694444444, 0.011754834995095317
1700, 4.145584606481481, 0.01373527320308057
1800, 4.145584606481481, 0.01373527320308057
1900, 4.140073032407407, 0.0139637060037364
2000, 4.140030439814815, 0.01338393041633035
2100, 4.112701736111111, 0.013243350868171576
2200, 4.099574074074074, 0.014703770869135931
2300, 4.084068749999998, 0.015831910170409805
2355, 3.9477758101851848, 0.04002287125191547
2355, 3.9477758101851848, 0.04002287125191547
2400, 4.0857549768518515, 0.01639862637666494
2500, 4.050062500000001, 0.0194014791071877
2600, 4.028638773148147, 0.02121771967005699
2700, 4.021428356481481, 0.02248555544185338
2800, 3.9990703703703705, 0.025202390248769233
2900, 3.9806021990740748, 0.028823468317863782
3015, 3.916612962962963, 0.05692103770042435
3130, 3.874000347222223, 0.06603054736740316
3360, 3.847614699074075, 0.04642470146842378
3480, 3.8360148148148148, 0.06334077773057319
3600, 3.766684027777778, 0.07658998424131785
3750, 3.71308275462963, 0.09762062109618598
4000, 3.5938836805555563, 0.10930381394689681
4250, 3.7325094907407417, 0.11989288619141707
4500, 3.5640825231481488, 0.12621350032365028
