Cycles, Capacity_mean, Capacity_std
0, 4.747749652777778, 0.012530066431692383
40, 4.693628935185185, 0.011907962887006266
80, 4.635243750000001, 0.010774084819907348
120, 4.599553472222222, 0.009501828433740275
145, 4.57922511574074, 0.009572620722539114
170, 4.556211458333333, 0.008714952028367504
195, 4.538156481481481, 0.008166533244408452
214, 4.514357870370371, 0.015276684182708023
238, NaN, NaN
263, 4.483623842592593, 0.009305604204927664
288, 4.4701807870370365, 0.00914700899543154
313, 4.455327662037036, 0.008977487198679279
338, 4.463005555555556, 0.007371527173239493
363, 4.433934027777777, 0.007633522830002694
388, 4.418291203703704, 0.007986726447934304
413, 4.39795162037037, 0.008125257606447337
438, 4.385003356481481, 0.0077535357564116605
463, 4.37173599537037, 0.007486697082045321
488, 4.357935300925925, 0.00756793720009871
513, 4.357935300925925, 0.00756793720009871
538, 4.34155474537037, 0.00789701218234928
563, 4.324983680555555, 0.0082093022985741
588, 4.312067476851851, 0.007824632270384347
613, 4.2948737268518515, 0.008033569332611165
638, 4.280709837962963, 0.007796988046777481
663, 4.25298298611111, 0.009104251080796854
688, 4.243640972222223, 0.008141728193876173
713, 4.230521180555556, 0.007947962951590979
738, 4.216325231481482, 0.007699778726392535
763, 4.199782291666667, 0.0081017347114552
788, 4.182071412037036, 0.011202489255261938
813, 4.158938425925926, 0.02380989251061766
838, 4.1275766203703705, 0.05038711893403389
863, 4.0822363425925925, 0.08851560674554226

