Cycles, Resistance_mean, Resistance_std
0, 26.113333333333344, 0.12015545486301088
22, 26.37999999999998, 0.018330302779769013
44, 26.320000000000004, 0.22581408282035992
66, 26.585333333333296, 0.17528643225681032
88, 26.511999999999958, 0.36035538014581847
110, 26.5866666666667, 0.10192807921923927
132, 26.631999999999977, 0.10423051376632989
154, 26.68933333333327, 0.2268861682283249
176, 26.838666666666636, 0.20144809091502275
198, 27.001333333333303, 0.1086155298901599
220, 26.985333333333372, 0.09978643862437726
242, 26.988, 0.07472616676912074
264, 26.986666666666654, 0.25431738700553375
286, 27.12133333333337, 0.06017751518086995
308, 27.20933333333336, 0.10410251357824452
330, 27.282666666666643, 0.16170755496670924
350, 27.224000000000004, 0.11784735890120795
372, 27.16399999999997, 0.11620671237072362
394, 24.91066666666673, 3.839008899876821
416, 27.505333333333343, 0.32180325252146036
438, 27.357333333333383, 0.09383673765294101
460, 27.625333333333362, 0.27542936178512817
482, 27.579999999999966, 0.41967606555530074
504, 27.550666666666682, 0.1382365123017019
526, 27.815999999999974, 0.47483892005617684
548, 27.62400000000002, 0.09558242516287177
570, 27.71333333333335, 0.09776161482572546
592, 27.78800000000003, 0.10095543571291371
614, 27.89199999999994, 0.11784735890120795
636, 28.145333333333337, 0.06576726642736634
658, 28.069333333333308, 0.057873425104532285
680, 28.247999999999962, 0.05291502622133634
702, 28.306666666666597, 0.15390040069255373
724, 28.38133333333334, 0.03257811126093607
746, 28.485333333333312, 0.12042148202592981
