Cycles, Resistance_mean, Resistance_std
0, 26.547000000000054, 0.2564241278298546
20, 26.62300000000002, 0.23842539014682493
40, 26.55599999999998, 0.254055112131146
60, 26.81199999999997, 0.29471794425631503
80, 26.957000000000033, 0.37790122166160695
100, 26.923999999999992, 0.050701742244894155
120, 27.113999999999947, 0.17159642575923764
140, 27.068999999999924, 0.1683290428496185
160, 27.203000000000046, 0.21229853194648385
180, 27.24600000000006, 0.10320206716268916
200, 27.425999999999906, 0.22949219304077667
220, 27.58100000000003, 0.07675936424956661
240, 27.457999999999984, 0.1060062891215346
260, 27.74800000000002, 0.234901397753763
280, 27.735999999999983, 0.0650743164901927
300, 27.692000000000007, 0.23738576199940556
318, 27.678999999999963, 0.12595766484545085
338, 27.94700000000003, 0.34857997647593053
358, 27.92600000000003, 0.16008331164327147
378, 27.836000000000013, 0.10797530581875053
398, 28.058000000000003, 0.21885764018344978
418, 28.037000000000003, 0.11483901775959322
438, 28.00500000000001, 0.09094320572019678
458, 28.147000000000013, 0.0983259884262363
478, 28.21400000000005, 0.1114510355865934
498, 28.258000000000028, 0.10883626846472232
518, 28.492999999999967, 0.40475012868027366
538, 28.493000000000016, 0.12182501111571002
558, 28.901999999999983, 0.3727018468785271
578, 28.293000000000035, 1.6324162050979685
598, 28.91500000000002, 0.12654906821726852
618, 29.149, 0.3293367071351608
638, 29.025999999999954, 0.06568612232939199
658, 29.514999999999958, 0.4788026733425832
678, 29.415999999999976, 0.15734463236262303
