Cycles, Capacity_mean, Capacity_std
0, 4.832430864197531, 0.008637897423026203
22, 4.76312901234568, 0.006958452189254608
44, 4.728563117283952, 0.006039576929166536
66, 4.696327314814815, 0.005544240638031664
88, 4.688474845679012, 0.006866993378857337
110, 4.668886882716048, 0.0065817915110790316
132, 4.646085648148149, 0.005739766811800568
154, 4.633202469135803, 0.006249747771545105
176, 4.611790586419753, 0.005827614413212187
198, 4.594733641975309, 0.005380636785249505
220, 4.579779938271606, 0.0049966188055984495
242, 4.565825617283951, 0.004853434863622336
264, 4.5525916666666655, 0.004862479591326768
286, 4.551553240740741, 0.005438187364909012
308, 4.530287191358024, 0.004607467332002789
330, 4.524137191358025, 0.005073629030000478
350, 4.521393981481483, 0.05624245778386924
372, 4.495809104938272, 0.0037359545016670474
394, 4.478902006172839, 0.0035549917670461804
416, 4.471304475308642, 0.0038839936764521266
438, 4.457654166666667, 0.003709701971509494
460, 4.457923302469136, 0.004711613385805973
482, 4.449694598765433, 0.004191037199761516
504, 4.438627160493827, 0.0039999853805600255
526, 4.422435956790124, 0.0036584769396495282
548, 4.418048456790124, 0.004001210441782201
570, 4.408389043209876, 0.003852143984129303
592, 4.38174012345679, 0.0039266720916237875
614, 4.371166203703703, 0.0038712477961648554
636, 4.3951216049382715, 0.004145870073800319
658, 4.363537808641975, 0.004003985773902119
680, 4.365522067901235, 0.004456520061560868
702, 4.343403549382715, 0.005134979834828167
724, 4.346492901234568, 0.004807491633769592
746, 4.328593364197531, 0.00515404776064794
