Cycles, Resistance_mean, Resistance_std
0, 26.450999999999958, 0.21287555049844822
60, 26.494000000000064, 0.19651632671788835
120, 27.11800000000002, 0.14549226783586952
180, 27.65099999999996, 0.1142336786299331
240, 27.88499999999998, 0.2720661684223086
300, 28.25199999999999, 0.29059938059122187
355, 28.34200000000004, 0.1407219480630489
410, 28.19700000000003, 0.16321356152803312
465, 28.75199999999998, 0.11012719918348418
520, 28.774999999999995, 0.36308860259356524
575, 29.18699999999994, 0.34049963289259927
630, 29.318000000000044, 0.2565930630394434
685, 29.34200000000007, 0.10745541711177066
740, 29.552999999999987, 0.19542432465450754
795, 29.542, 0.2883793797528615
850, 29.786, 0.27924660547023555
905, 29.708999999999982, 0.30927657525263663
960, 29.908000000000044, 0.3048584370927538
1015, 29.81900000000004, 0.30867242615215423
1070, 29.87599999999997, 0.3488801131238226
1125, 29.87599999999997, 0.3488801131238226
1180, 30.22100000000001, 0.2809009315280306
1235, 30.386999999999944, 0.398321478205689
1290, 30.41999999999998, 0.3458246183641681
1353, 29.3333333333333, 2.3094010767585567
1415, 29.3333333333333, 2.3094010767585567
1477, 30.35333333333341, 0.3342414297080928
1532, 30.53066666666666, 0.525849154542814
1587, 30.90200000000003, 0.6929646455627089
1642, 30.813333333333286, 0.8326663997864324
1697, 30.54666666666665, 0.540256729095868
1752, 30.826666666666707, 0.42675207478505656
1817, 30.961333333333368, 0.6011233927684538
1882, 31.021333333333285, 0.5286258916600015
1947, 31.419999999999902, 0.738831509885744
2077, 31.31733333333339, 0.4429958615306901
2142, 31.849333333333323, 0.47686196465371083
2207, 31.910666666666703, 0.5787480741507582
2272, 31.53866666666669, 0.7828392768208645
2336, 32.517333333333376, 0.4727846585215591
2426, 32.72400000000003, 0.5389025886002273
2526, 32.889333333333326, 0.46617307229534527
