Cycles, Capacity_mean, Capacity_std
0, 4.832255555555556, 0.00579303777772117
35, 4.705371064814814, 0.01158247454868635
67, 4.653372222222222, 0.016015968593875655
99, 4.597488194444445, 0.026174408652670483
131, 4.556945601851852, 0.03767733368847542
163, 4.5113618055555555, 0.047643610932196295
195, 4.470841898148148, 0.05529411346753348
227, 4.44810625, 0.059894890644755144
259, 4.401807870370371, 0.06214944823828924
291, 4.360570833333332, 0.06263198314359787
323, 4.3242671296296304, 0.058763192430607104
355, 4.288511805555555, 0.047781758645929484
387, 4.2718740740740735, 0.04525614345294035
419, 4.254094444444444, 0.03883849468517042
451, 4.21841875, 0.02802925449628272
483, 4.192718981481482, 0.017910752876054703
515, 4.189043981481483, 0.03508362673137251
547, 4.165135416666667, 0.008302284758180383
562, 4.1599504629629624, 0.0059861826855441835
594, 4.1276321759259265, 0.004320880743000855
626, 4.103030092592593, 0.010149601224030958
658, 4.1022388888888885, 0.007558840545184663
690, 4.092160879629629, 0.014509110948597043
722, 4.0736842592592595, 0.016537132480750776
754, 4.054392361111111, 0.01671685545430141
786, 4.045930787037037, 0.015123901011129726
818, 4.036350925925926, 0.012580608148610018
850, 4.002330324074075, 0.009471629861144276
882, 3.978695833333333, 0.012478470502439843
914, 4.027095833333334, 0.017809269958386102
946, 3.991615740740741, 0.011034794157516957
978, 3.9774206018518514, 0.018632591048516695
1010, 3.9474131944444446, 0.016401931045273096
1042, 3.943714351851852, 0.02285853615885778
1074, 3.9162469907407407, 0.021853855273922456
